,id,name,album,artist,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,popularity
46,46,Losing My Religion,Out Of Time (U.S. Version),R.E.M.,0.841,0.135,125.437,0.0285,0.0767,0.0,4,0.672,9,267733,-5.992,0.82,0,28
47,47,Killing In the Name,Rage Against The Machine,Rage Against The Machine,0.779,0.0247,86.573,0.257,0.0185,2.04e-06,4,0.457,7,313667,-6.323,0.734,1,62
48,48,Karma Police,OK Computer,Radiohead,0.505,0.172,74.807,0.026,0.0626,9.22e-05,4,0.36,7,264067,-9.129,0.317,1,15
49,49,"Jumpin', Jumpin'",The Writing's On The Wall,Destiny's Child,0.685,0.0537,88.997,0.0567,0.00543,0.00157,4,0.771,1,230200,-4.639,0.683,1,73
50,50,Inside Out,Eve 6,Eve 6,0.818,0.367,175.668,0.0444,0.114,0.0,4,0.483,11,219467,-7.666,0.691,1,68
51,51,Hypnotize,Life After Death,The Notorious B.I.G.,0.505,0.201,93.92,0.277,0.136,0.0,4,0.917,9,237867,-6.756,0.719,1,13
52,52,How's It Going To Be,Third Eye Blind,Third Eye Blind,0.593,0.0967,80.289,0.0263,0.00327,0.00139,4,0.562,5,253413,-9.362,0.574,1,67
53,53,Hard Knock Life (Ghetto Anthem),Vol.2 ... Hard Knock Life,JAY Z,0.659,0.0285,77.03,0.294,0.0814,0.00119,4,0.883,10,238467,-6.017,0.557,0,11
54,54,Good Riddance (Time of Your Life),Nimrod,Green Day,0.432,0.161,94.605,0.0302,0.183,0.0,4,0.475,7,153467,-7.844,0.648,1,77
55,55,Fade Into You,So Tonight That I Might See,Mazzy Star,0.33,0.0677,157.143,0.0275,0.245,0.000679,3,0.42,9,295600,-13.925,0.175,1,69
56,56,Drive,Make Yourself,Incubus,0.792,0.119,90.565,0.036,0.0562,0.0121,4,0.645,4,232453,-7.34,0.666,0,74
57,57,Doo Wop (That Thing),Pop Music: The Modern Era 1976-1999,Ms. Lauryn Hill,0.551,0.259,99.917,0.0657,0.00741,0.0,4,0.795,2,241400,-9.238,0.642,1,52
58,58,Crash into Me,Crash,Dave Matthews Band,0.677,0.0938,101.1,0.0373,0.122,0.0191,4,0.541,4,316467,-10.764,0.555,1,67
59,59,Bulls On Parade,Evil Empire,Rage Against The Machine,0.919,0.424,166.367,0.184,0.0124,0.0601,4,0.412,5,229467,-7.291,0.572,1,74
60,60,Black Hole Sun,Superunknown,Soundgarden,0.717,0.0727,105.78,0.0367,0.000336,0.00012,4,0.356,6,318040,-8.489,0.193,1,14
61,61,Black,Ten,Pearl Jam,0.548,0.179,76.02,0.0287,0.294,0.0,4,0.376,4,343667,-10.58,0.24,0,9
62,62,Bitter Sweet Symphony,Urban Hymns,The Verve,0.889,0.463,171.121,0.0442,0.0415,0.0,4,0.389,9,358427,-6.546,0.524,1,35
63,63,Basket Case,Dookie,Green Day,0.943,0.091,85.064,0.0602,0.00293,8.71e-06,4,0.442,3,181533,-3.205,0.781,1,80
64,64,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,0.699,0.443,92.96,0.0307,0.202,0.000131,4,0.759,0,211067,-5.745,0.907,0,77
65,65,Always Be My Baby,Daydream,Mariah Carey,0.531,0.249,78.946,0.0363,0.457,0.0,4,0.649,4,258133,-8.335,0.488,1,73
66,66,All Star,Astro Lounge,Smash Mouth,0.861,0.0829,104.034,0.0323,0.0319,0.0,4,0.731,11,200373,-5.881,0.78,1,76
67,67,Alive,Ten,Pearl Jam,0.83,0.255,74.992,0.0415,0.00636,9.86e-06,4,0.325,2,341160,-7.615,0.56,1,9
68,68,1979,Mellon Collie And The Infinite Sadness,The Smashing Pumpkins,0.744,0.063,127.036,0.0338,0.0218,0.712,4,0.768,8,265893,-11.267,0.963,1,21
69,69,Intergalactic - 2009 Digital Remaster,Hello Nasty (Deluxe Version) [Remastered],Beastie Boys,0.864,0.246,105.933,0.303,0.022,9.94e-06,4,0.734,2,231493,-6.119,0.47,1,70
70,70,Jump Around,House Of Pain (US Release),House Of Pain,0.71,0.166,106.894,0.0793,0.0113,8.72e-05,4,0.854,4,214947,-6.32,0.818,0,29
71,71,Dreams,You've Got Mail,The Cranberries,0.765,0.757,128.674,0.0423,0.00199,0.0214,4,0.542,4,271173,-9.743,0.42,1,29
72,72,Zombie,20th Century Masters - The Millennium Collection: The Best Of The Cranberries,The Cranberries,0.74,0.373,166.794,0.0455,0.0132,0.00107,4,0.234,7,307440,-5.191,0.256,1,53
73,73,Friday I'm In Love,Greatest Hits,The Cure,0.943,0.368,135.956,0.0377,0.00075,0.0021,4,0.541,7,215293,-4.297,0.483,0,7
74,74,Roll To Me,Twisted,Del Amitri,0.804,0.112,149.989,0.0364,0.417,0.0,4,0.566,6,132307,-5.783,0.858,1,56
75,75,Follow You Down,Follow You Down,Gin Blossoms,0.913,0.0702,155.88,0.0477,0.012,0.0,4,0.494,4,227227,-6.22,0.663,0,57
76,76,Hey Jealousy,Outside Looking In: The Best Of The Gin Blossoms,Gin Blossoms,0.785,0.328,153.005,0.0436,0.00117,1.46e-06,4,0.464,6,236067,-7.42,0.528,0,61
77,77,Til I Hear It From You,Outside Looking In: The Best Of The Gin Blossoms,Gin Blossoms,0.798,0.327,124.397,0.0316,0.0812,1.54e-06,4,0.56,9,230800,-6.672,0.675,1,56
78,78,If You Don't Love Me (I'll Kill Myself),Dumb & Dumber,Pete Droge,0.802,0.371,130.822,0.0294,0.00401,3.5e-05,4,0.413,7,212093,-6.074,0.714,1,0
79,79,High Hopes - 2011 Remastered Version,The Division Bell (2011 Remastered Version),Pink Floyd,0.411,0.351,75.235,0.025,0.202,0.153,4,0.52,0,510965,-12.536,0.28,0,4
80,80,I'm Gonna Be (500 Miles),Finest,The Proclaimers,0.551,0.0827,131.922,0.0396,0.151,0.0,4,0.851,4,219467,-5.177,0.807,1,77
81,81,Send Me On My Way,The Best Of / 20th Century Masters The Millennium Collection,Rusted Root,0.775,0.142,119.384,0.0752,0.15,5.73e-06,4,0.493,0,261707,-6.493,0.686,1,57
82,82,All For You,...Somewhere More Familiar,Sister Hazel,0.756,0.0924,137.039,0.0376,0.0399,4.37e-05,4,0.631,8,218707,-6.378,0.671,1,64
83,83,All I Want,fear,Toad The Wet Sprocket,0.811,0.109,124.303,0.0788,0.0558,6.82e-06,4,0.6,5,196116,-7.693,0.622,1,60
84,84,The Way You Do The Things You Do,The Very Best Of,UB40,0.534,0.0377,80.857,0.155,0.248,4.77e-05,4,0.885,5,182695,-8.191,0.896,0,51
85,85,"Baby, Baby",Heart In Motion,Amy Grant,0.901,0.0368,97.862,0.0264,0.426,0.00153,4,0.702,1,236973,-4.45,0.919,1,52
86,86,Every Heartbeat,Heart In Motion,Amy Grant,0.89,0.119,126.956,0.0429,0.288,0.0,4,0.648,2,213733,-3.834,0.808,1,37
87,87,Smells Like Teen Spirit,Nevermind (Remastered),Nirvana,0.906,0.105,116.775,0.0658,2.86e-05,0.000101,4,0.516,1,301920,-4.525,0.728,1,77
88,88,All Around the World - Remastered,The Boxset Collection,Lisa Stansfield,0.914,0.0876,101.211,0.192,0.552,1.68e-06,4,0.436,1,265760,-4.608,0.765,1,59
89,89,Black Velvet,Alannah Myles,Alannah Myles,0.366,0.106,91.147,0.0312,0.273,9.04e-05,4,0.754,8,287440,-10.07,0.469,1,69
90,90,Close To You,Best Of Maxi Priest,Maxi Priest,0.646,0.0406,95.992,0.092,0.0105,2.14e-06,4,0.762,10,330080,-8.69,0.819,0,50
91,91,Right Here Right Now,Doubt,Jesus Jones,0.608,0.103,106.862,0.0287,0.0088,3.45e-06,4,0.657,2,189293,-13.565,0.723,1,55
92,92,Can't Let Go,Emotions,Mariah Carey,0.533,0.139,162.368,0.0408,0.591,0.00685,4,0.477,10,266560,-11.049,0.18,1,48
93,93,This Used To Be My Playground,Something To Remember (U.S. Version),Madonna,0.308,0.125,75.91,0.0264,0.754,0.000928,4,0.499,7,310267,-11.692,0.0708,0,45
94,94,Just Another Day,Jon Secada,Jon Secada,0.642,0.043,105.894,0.0287,0.0194,0.000249,4,0.717,1,327427,-10.727,0.732,1,59
95,95,Save The Best For Last,The Best Of Vanessa Williams 20th Century Masters The Millennium Collection,Vanessa Williams,0.258,0.203,95.958,0.0285,0.674,0.0,4,0.525,3,219133,-14.465,0.203,1,47
96,96,Runaway Train,Black Gold: The Best Of Soul Asylum,Soul Asylum,0.714,0.133,117.422,0.0385,0.00481,0.0,4,0.616,0,266067,-7.02,0.53,1,58
97,97,Regulate,Regulate… G Funk Era (Special Edition),Warren G,0.51,0.114,95.265,0.224,0.29,2.39e-06,4,0.845,11,248867,-13.064,0.74,0,70
98,98,The Power of Love,The Colour Of My Love,Céline Dion,0.519,0.24,140.054,0.0291,0.36,0.00046,4,0.546,8,342400,-9.072,0.247,1,6
99,99,California Love - Original Version (Explicit),2Pac Greatest Hits (Explicit Version),2Pac,0.832,0.386,91.53,0.048,0.0291,1.46e-06,4,0.769,7,284907,-2.985,0.772,1,1
