,id,name,album,artist,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,popularity
31,31,Without Me,Curtain Call,Eminem,0.655,0.359,112.227,0.0899,0.00324,0.0,4,0.929,7,291213,-2.91,0.665,1,52
32,32,The Real Slim Shady,Curtain Call,Eminem,0.664,0.0431,104.507,0.0579,0.0348,0.0,4,0.949,5,284800,-4.2,0.738,0,54
33,33,Hey Baby,Rock Steady,No Doubt,0.877,0.234,187.305,0.226,0.064,0.0,4,0.599,11,207040,-3.45,0.79,0,50
34,34,In Da Club,Get Rich Or Die Tryin' (Explicit Version),50 Cent,0.73,0.0753,90.096,0.373,0.283,0.0,4,0.865,6,193467,-2.813,0.808,0,74
35,35,Get Busy,Dutty Rock,Sean Paul,0.824,0.158,100.202,0.036,0.615,0.0,4,0.735,10,211666,-4.143,0.726,0,69
36,36,Right Thurr,Jackpot,Chingy,0.749,0.0591,92.077,0.253,0.15,0.0,4,0.866,2,249800,-3.977,0.891,1,68
37,37,When I'm Gone,Away From The Sun,3 Doors Down,0.765,0.104,74.072,0.033,0.00457,0.0,4,0.496,7,260507,-5.66,0.337,1,68
38,38,Get Low,Kings Of Crunk,Ying Yang Twins,0.625,0.121,101.019,0.067,0.0301,0.0,4,0.521,1,334067,-7.47,0.136,1,74
39,39,Where Is The Love?,Monkey Business/Elephunk,The Black Eyed Peas,0.71,0.14,94.061,0.179,0.101,0.0,4,0.832,5,272533,-3.231,0.83,1,3
40,40,I'm with You,Let Go,Avril Lavigne,0.406,0.117,151.95,0.0291,0.08,0.0,3,0.457,9,223067,-7.462,0.208,1,67
41,41,Lose Yourself - Soundtrack Version,Curtain Call,Eminem,0.728,0.355,171.349,0.281,0.0112,0.00104,4,0.685,2,326467,-4.544,0.0604,1,52
42,42,Cry Me a River,Justified,Justin Timberlake,0.653,0.104,73.884,0.176,0.575,0.0,4,0.624,8,288333,-6.582,0.565,0,77
43,43,Rock Your Body,Justified,Justin Timberlake,0.714,0.0521,100.972,0.14,0.202,0.000234,4,0.891,4,267267,-6.055,0.818,0,75
44,44,"Beautiful - Feat. Pharrell, Uncle Charlie Wilson",The Best Of Snoop Dogg,Snoop Dogg,0.74,0.0881,101.025,0.132,0.299,0.0,4,0.893,11,299147,-4.936,0.963,0,66
45,45,Jenny from the Block - Track Masters Remix,This Is Me...Then,Jennifer Lopez,0.754,0.0575,100.002,0.207,0.00833,3.42e-06,4,0.844,6,187840,-5.46,0.961,1,65
46,46,Yeah!,Confessions,Usher,0.791,0.0388,105.018,0.112,0.0183,0.0,4,0.894,2,250373,-4.699,0.583,1,80
47,47,This Love,Songs About Jane,Maroon 5,0.849,0.113,95.041,0.0383,0.0535,0.0,4,0.711,5,206200,-4.634,0.776,0,65
48,48,I Don't Wanna Know (feat. Enya And P. Diddy),Hurt No More,Mario Winans,0.493,0.121,96.998,0.0475,0.332,0.00105,4,0.84,11,257360,-5.9,0.361,0,17
49,49,Tipsy - Radio Mix,Tipsy,J-Kwon,0.748,0.101,92.978,0.278,0.0484,0.0,4,0.925,11,243027,-5.572,0.615,0,65
50,50,She Will Be Loved,Songs About Jane,Maroon 5,0.684,0.125,102.041,0.0288,0.0593,0.0,4,0.695,0,257133,-5.403,0.515,0,71
51,51,Milkshake,The Hits,Kelis,0.774,0.159,113.0,0.0434,0.00933,0.0213,4,0.887,1,182813,-6.108,0.826,1,60
52,52,My Band,D-12 World,D12,0.849,0.116,120.014,0.0828,0.497,2.05e-06,4,0.851,1,298773,-3.383,0.844,0,64
53,53,We Belong Together,The Emancipation of Mimi,Mariah Carey,0.469,0.0928,139.975,0.0835,0.0358,0.0,4,0.838,0,201400,-7.992,0.778,1,72
54,54,Let Me Love You,Let Me Love You,Mario,0.578,0.118,94.514,0.0922,0.235,0.0,4,0.656,7,256733,-8.97,0.556,0,78
55,55,Holiday/Boulevard Of Broken Dreams,American Idiot (Deluxe),Green Day,0.827,0.301,167.086,0.0362,0.000659,2.55e-06,4,0.29,8,493400,-3.451,0.45,1,64
56,56,Mr. Brightside,Hot Fuss,The Killers,0.936,0.0926,148.112,0.0917,0.00108,0.0,4,0.33,1,222587,-3.66,0.234,1,80
57,57,Beverly Hills,Make Believe,Weezer,0.819,0.187,175.711,0.161,0.107,0.0,4,0.542,5,196093,-3.735,0.714,1,67
58,58,Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,0.622,0.103,91.989,0.215,0.187,0.0,4,0.881,1,266067,-4.149,0.633,1,71
59,59,Hate It Or Love It,The Documentary,The Game,0.785,0.123,99.975,0.204,0.122,0.0,4,0.807,9,206400,-4.947,0.424,1,66
60,60,My Humps,Monkey Business/Elephunk,The Black Eyed Peas,0.687,0.11,123.935,0.222,0.113,3.85e-06,4,0.802,4,326960,-6.05,0.569,1,1
61,61,Feel Good Inc,Demon Days,Gorillaz,0.705,0.613,138.559,0.177,0.00836,0.00233,4,0.818,6,222640,-6.679,0.772,1,82
62,62,Promiscuous,The Best of Nelly Furtado (Deluxe),Nelly Furtado,0.97,0.164,114.351,0.0502,0.0526,6.63e-05,4,0.811,10,242373,-6.065,0.878,0,68
63,63,Ridin',The Sound of Revenge,Chamillionaire,0.808,0.517,143.04,0.101,0.181,0.0,4,0.788,8,302000,-4.77,0.844,0,65
64,64,Dani California,Dani California (U.S. DMD Maxi),Red Hot Chili Peppers,0.913,0.346,96.184,0.0437,0.0193,8.59e-06,4,0.556,0,282160,-2.36,0.73,1,60
65,65,Hey There Delilah,Hey There Delilah,Plain White T's,0.28,0.116,105.087,0.029,0.861,1.51e-06,4,0.624,2,226493,-10.415,0.288,1,57
66,66,Say It Right,The Best of Nelly Furtado (Deluxe),Nelly Furtado,0.873,0.0467,116.949,0.135,0.0556,0.00087,4,0.873,1,223520,-6.203,0.809,1,54
67,67,Smack That - Dirty,Konvicted (Deluxe),Akon,0.735,0.11,118.977,0.0503,0.281,0.0,4,0.94,5,212360,-5.172,0.913,0,50
68,68,This Is Why I'm Hot,Music Is My Savior,MiMS,0.6,0.495,80.021,0.576,0.277,0.0,4,0.621,8,253707,-6.349,0.485,1,59
69,69,The Way I Are,Summer Party,Timbaland,0.828,0.132,114.725,0.0692,0.167,0.744,4,0.743,3,169413,-6.273,0.753,0,55
70,70,Stronger,The Hangover Part II: Original Motion Picture Soundtrack,Kanye West,0.7,0.522,103.973,0.15,0.00683,0.0,4,0.635,1,311413,-7.987,0.505,1,7
71,71,My Love,FutureSex/LoveSounds Deluxe Edition,Justin Timberlake,0.68,0.682,119.953,0.224,0.277,1.17e-05,4,0.772,11,276160,-5.881,0.807,0,60
72,72,"This Ain't A Scene, It's An Arms Race",Infinity On High (Deluxe Edition),Fall Out Boy,0.888,0.0475,100.033,0.0396,0.000623,0.0,4,0.601,9,212040,-4.018,0.4,1,61
73,73,Cupid's Chokehold / Breakfast In America,The Papercut Chronicles,Gym Class Heroes,0.711,0.298,79.755,0.075,0.526,0.0,4,0.666,1,236880,-4.227,0.884,0,65
74,74,Forever,Forever,Chris Brown,0.819,0.203,120.013,0.0463,0.0371,0.000184,4,0.672,11,278036,-4.457,0.446,1,70
75,75,Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,0.794,0.276,124.93,0.0568,0.11,0.0,4,0.706,11,238627,-4.321,0.729,0,67
76,76,Clumsy,The Dutchess,Fergie,0.585,0.303,91.986,0.0695,0.183,0.000864,4,0.824,7,240427,-4.083,0.413,1,40
77,77,Paper Planes,Kala,M.I.A.,0.854,0.731,172.231,0.265,0.0277,9.62e-05,4,0.457,2,203760,-6.2,0.485,1,70
78,78,Dead And Gone - feat. Justin Timberlake,Paper Trail,T.I.,0.746,0.601,135.021,0.259,0.0402,0.0,4,0.713,0,299747,-4.99,0.47,1,12
79,79,Day 'N' Nite (nightmare),Man On The Moon: The End Of Day,Kid Cudi,0.446,0.117,138.035,0.0635,0.503,6.32e-06,4,0.878,11,221267,-6.362,0.805,0,74
80,80,Sober,Funhouse,P!nk,0.796,0.182,90.931,0.0305,0.0698,0.0,4,0.61,6,251533,-4.907,0.413,1,39
81,81,Love You Madly,Comfort Eagle,Cake,0.809,0.169,106.999,0.0598,0.0908,9.41e-05,4,0.752,9,237827,-8.399,0.658,1,56
82,82,Dream On - Remastered Version,The Best Of Depeche Mode Volume 1,Depeche Mode,0.6,0.112,127.862,0.036,0.195,0.000198,4,0.771,10,219520,-8.65,0.703,0,31
83,83,Do You Realize??,Yoshimi Battles The Pink Robots (U.S. Version),The Flaming Lips,0.797,0.392,129.964,0.0333,0.006,0.000304,4,0.464,0,213173,-5.244,0.547,1,64
84,84,Music,Music (U.S. Version),Madonna,0.833,0.2,119.847,0.0644,0.00132,0.0824,4,0.734,7,224240,-8.166,0.862,1,47
85,85,I Wanna Know,Greatest Hits,Joe,0.485,0.416,136.057,0.0376,0.256,1.35e-05,4,0.724,6,296800,-5.919,0.581,1,65
86,86,Maria Maria - Radio Mix,Ultimate Santana,Santana,0.631,0.0349,97.927,0.115,0.0485,0.00316,4,0.779,2,262160,-5.314,0.663,1,57
87,87,It's Been Awhile,The Singles,Staind,0.774,0.143,116.529,0.0338,0.00189,0.000549,4,0.509,6,264707,-4.054,0.0824,1,62
88,88,All For You,All For You,Janet Jackson,0.925,0.104,113.528,0.0867,0.0178,0.125,3,0.752,2,330027,-3.288,0.692,1,59
89,89,All You Wanted,The Spirit Room (U.S. Version),Michelle Branch,0.72,0.122,96.103,0.0286,0.00466,0.00303,4,0.499,8,217680,-9.101,0.652,1,60
90,90,Blurry,Come Clean,Puddle Of Mudd,0.94,0.142,157.477,0.0563,0.00916,0.0,4,0.431,3,304000,-4.462,0.484,0,67
91,91,A Thousand Miles,Best Of,Vanessa Carlton,0.825,0.227,94.931,0.0352,0.314,0.0,4,0.56,11,237440,-3.794,0.339,1,60
92,92,Move Ya Body,Nina Sky,Nina Sky,0.71,0.0573,121.072,0.0446,0.0234,0.000161,4,0.876,11,232000,-6.446,0.828,0,64
93,93,Gold Digger,Late Registration,Kanye West,0.699,0.0917,92.939,0.384,0.0223,0.0,4,0.638,1,207627,-5.54,0.66,0,77
94,94,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,0.795,0.114,170.06,0.134,0.0938,0.0,4,0.567,9,187613,-4.985,0.635,0,76
95,95,Buy U a Drank (Shawty Snappin'),Epiphany,T-Pain,0.55,0.0737,80.001,0.262,0.0108,0.0,4,0.451,1,227960,-8.137,0.594,1,78
96,96,Paralyzer,Them Vs. You Vs. Me (Deluxe Edition),Finger Eleven,0.941,0.251,106.015,0.0448,0.169,0.0,4,0.645,4,208107,-3.425,0.881,0,67
97,97,Apologize,Shock Value,Timbaland,0.61,0.101,118.032,0.0285,0.0399,0.0,4,0.654,8,184400,-6.051,0.118,1,63
98,98,Down,All Or Nothing,Jay Sean,0.693,0.0778,66.002,0.0311,0.0149,0.0,4,0.663,11,212107,-4.505,0.71,0,69
99,99,Rain,We Are Not Alone,Breaking Benjamin,0.299,0.103,124.846,0.0279,0.578,0.0,4,0.614,0,205240,-9.792,0.397,1,49
