,id,name,album,artist,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,popularity
19,19,Kodachrome,The Essential Paul Simon,Paul Simon,0.693,0.0433,135.747,0.0271,0.0245,9.54e-06,4,0.593,1,213960,-10.264,0.917,0,60
20,20,Comfortably Numb - 2011 Remastered Version,The Best Of Pink Floyd: A Foot In The Door (2011 Remastered Version),Pink Floyd,0.366,0.0837,127.167,0.0286,0.15,0.308,4,0.472,11,382297,-12.595,0.171,0,14
21,21,Message In A Bottle,The Very Best Of Sting And The Police,The Police,0.802,0.259,150.931,0.0386,0.0528,7.5e-06,4,0.571,1,289360,-8.348,0.863,0,45
22,22,You're My Best Friend - Remastered,Greatest Hits - We Will Rock You Edition,Queen,0.75,0.123,119.345,0.0586,0.078,0.0853,4,0.522,0,170907,-8.975,0.581,1,33
23,23,Killer Queen - Remastered 2011,Queen 40 Limited Edition Collector's Box Set,Queen,0.642,0.171,117.305,0.0447,0.34,0.0,4,0.568,10,179600,-6.495,0.604,1,47
24,24,Summer Breeze,Rhino Hi-Five: Seals & Crofts,Seals and Crofts,0.474,0.0667,88.609,0.0386,0.611,0.0298,4,0.501,5,203967,-10.041,0.35,1,50
25,25,Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),Stealers Wheel,0.541,0.065,124.194,0.0403,0.0825,0.000311,4,0.787,7,203893,-10.437,0.962,1,67
26,26,Signed Sealed Delivered I'm Yours,You've Got Mail,Stevie Wonder,0.694,0.0805,109.068,0.0318,0.0255,0.0,4,0.645,5,158267,-8.553,0.813,1,29
27,27,Superstition,Number 1's,Stevie Wonder,0.751,0.0418,100.437,0.0806,0.0182,0.000401,4,0.648,8,244827,-8.582,0.863,1,68
28,28,Take Me To The River - Remastered,The Best Of Talking Heads,Talking Heads,0.446,0.058,99.896,0.0268,0.245,0.0104,4,0.651,6,301000,-9.571,0.862,0,43
29,29,Stranglehold,Great Gonzos! The Best Of Ted Nugent,Ted Nugent,0.738,0.2,148.002,0.0332,0.0146,0.16,4,0.491,2,502600,-7.04,0.506,1,65
30,30,American Girl,Tom Petty & The Heartbreakers,Tom Petty and the Heartbreakers,0.824,0.366,114.512,0.0334,0.448,0.000127,4,0.55,2,214733,-5.988,0.777,1,68
31,31,Won't Get Fooled Again - Original Album Version,Greatest Hits,The Who,0.853,0.0648,134.967,0.0416,0.426,0.86,4,0.711,9,513440,-9.388,0.314,1,4
32,32,ABC,The Ultimate Collection: Jackson 5,The Jackson 5,0.82,0.183,93.819,0.0453,0.397,0.000458,4,0.739,8,178267,-7.168,0.96,1,45
33,33,Hitchin' a Ride,Soft Rock: Collector's Edition,Vanity Fair,0.835,0.329,136.995,0.0304,0.664,0.00329,4,0.663,0,184560,-2.978,0.624,1,0
34,34,Band Of Gold - Re-Record,Band Of Gold (Remix),Freda Payne,0.746,0.424,108.875,0.0277,0.451,0.0,4,0.631,7,182533,-5.439,0.93,1,41
35,35,American Woman,Hits Of The 70s (50 Songs),The Guess Who,0.727,0.589,93.765,0.0511,0.0144,7.41e-05,4,0.502,2,307757,-9.033,0.383,1,36
36,36,Cecilia,Greatest Hits,Simon & Garfunkel,0.849,0.0916,104.765,0.0386,0.409,1.31e-05,4,0.675,0,169560,-9.68,0.965,1,63
37,37,Lookin' Out My Back Door,At The Movies,Creedence Clearwater Revival,0.637,0.112,105.259,0.0388,0.201,0.00399,4,0.733,5,152427,-7.938,0.843,1,29
38,38,Signs,Absolutely Right - The Best Of Five Man Electrical Band,Five Man Electrical Band,0.719,0.093,154.072,0.0637,0.286,0.0,4,0.435,2,241693,-10.181,0.743,1,44
39,39,You've Got A Friend,Mud Slide Slim And The Blue Horizon,James Taylor,0.282,0.0767,91.681,0.0295,0.681,0.0267,4,0.695,9,268707,-15.359,0.445,1,67
40,40,Me And Bobby McGee,Music From The Motion Picture Watchmen,Janis Joplin,0.59,0.15,92.97,0.0406,0.324,0.000116,4,0.434,2,269800,-6.529,0.661,1,11
41,41,Knock Three Times,Knock Three Times,Dawn,0.471,0.3,122.458,0.0834,0.221,0.0,4,0.777,1,180667,-12.655,0.905,1,36
42,42,It's Too Late,Tapestry (Legacy Edition),Carole King,0.441,0.133,208.282,0.0352,0.498,0.00562,4,0.45,9,233173,-12.718,0.811,0,12
43,43,Maggie May - Remastered Version,The Definitive Rod Stewart,Rod Stewart,0.559,0.133,129.401,0.0369,0.717,0.433,4,0.62,2,345680,-10.568,0.527,1,51
44,44,(Find A) Reason To Believe,Reason To Believe: The Complete Mercury Recordings,Rod Stewart,0.543,0.262,138.576,0.0445,0.825,0.162,4,0.327,7,250160,-11.549,0.446,1,17
45,45,Rainy Days And Mondays,Carpenters,Carpenters,0.24,0.0577,75.405,0.0319,0.856,1.02e-06,4,0.371,7,218893,-11.289,0.286,0,49
46,46,Long Cool Woman (In A Black Dress) - 2003 Digital Remaster,70's Hits,The Hollies,0.837,0.356,138.915,0.0666,0.375,0.00395,4,0.753,9,198027,-10.995,0.778,1,44
47,47,Heart of Gold,Decade,Neil Young,0.48,0.0955,171.773,0.0268,0.204,0.0462,4,0.538,7,187280,-9.863,0.834,1,16
48,48,Oh Girl,Oh Girl,The Chi-Lites,0.462,0.195,72.357,0.0326,0.74,5.33e-06,4,0.568,9,176640,-9.741,0.454,1,0
49,49,I Gotcha,"I Gotcha, The Best of Joe Tex , Volume One",Joe Tex,0.785,0.305,187.027,0.604,0.209,0.000156,4,0.688,8,146800,-11.28,0.944,1,2
50,50,American Pie,The Best Of Don McLean,Don McLean,0.509,0.144,138.317,0.0628,0.6,0.0,4,0.527,7,515867,-10.893,0.497,1,72
51,51,The First Time Ever I Saw Your Face,First Take,Roberta Flack,0.0264,0.156,120.653,0.037,0.731,0.00205,4,0.311,0,260666,-21.644,0.139,1,62
52,52,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John's Greatest Hits,Elton John,0.376,0.114,136.828,0.0306,0.434,2.91e-06,4,0.608,10,280800,-15.198,0.355,1,13
53,53,We're an American Band - 2002 - Remastered,We're An American Band,Grand Funk Railroad,0.89,0.103,127.689,0.0677,0.119,6.72e-05,4,0.637,7,207093,-4.872,0.923,1,58
54,54,You Are The Sunshine Of My Life,At The Close Of A Century,Stevie Wonder,0.489,0.182,132.075,0.0666,0.809,5.07e-05,4,0.513,11,178027,-13.715,0.668,1,2
55,55,You're So Vain,No Secrets,Carly Simon,0.678,0.0784,106.186,0.0313,0.157,6.69e-06,4,0.659,0,258411,-8.18,0.647,1,74
56,56,Crocodile Rock,Elton John's Greatest Hits,Elton John,0.665,0.047,150.275,0.0375,0.0786,1.37e-05,4,0.625,4,235067,-11.681,0.97,0,11
57,57,Loves Me Like a Rock,The Essential Paul Simon,Paul Simon,0.591,0.196,144.821,0.0669,0.228,0.0,4,0.658,7,212747,-10.42,0.702,1,51
58,58,Daniel,Elton John's Greatest Hits,Elton John,0.441,0.0986,132.292,0.03,0.308,6.68e-06,4,0.677,0,232867,-13.483,0.902,1,7
59,59,Annie's Song,Portrait,John Denver,0.347,0.399,146.26,0.029,0.746,4.34e-05,3,0.325,2,178893,-9.968,0.447,1,45
60,60,Band On The Run - Remastered 2010,Band On The Run,Paul McCartney,0.58,0.0886,124.983,0.0333,0.0694,0.0012,4,0.481,4,313027,-8.712,0.629,0,64
61,61,Jungle Boogie,How To Eat Fried Worms (Music From The Motion Picture),Kool & The Gang,0.866,0.324,106.952,0.11,0.124,1.04e-05,4,0.803,0,183680,-8.762,0.684,1,0
62,62,Why Can't We Be Friends?,Why Can't We Be Friends?,War,0.706,0.572,92.462,0.0382,0.193,0.0,4,0.773,10,230067,-9.042,0.966,1,60
63,63,Ballroom Blitz,Desolation Boulevard,Sweet,0.799,0.055,108.382,0.0598,0.0821,0.00154,4,0.644,4,246573,-10.856,0.889,0,58
64,64,Black Water (45 Version),Best of the Doobies,The Doobie Brothers,0.307,0.044,168.169,0.0414,0.334,0.0,4,0.543,2,258613,-18.253,0.649,1,64
65,65,Thank God I'm a Country Boy - Live,The Essential John Denver,John Denver,0.621,0.967,202.354,0.138,0.656,0.0,3,0.409,9,200467,-11.016,0.836,1,45
66,66,One Of These Nights,The Very Best Of The Eagles (Remastered),Eagles,0.606,0.0757,110.061,0.0285,0.0603,0.0789,4,0.655,7,291686,-10.385,0.765,1,47
67,67,Magic,From The Album Of The Same Name,Pilot,0.589,0.134,203.176,0.0608,0.346,0.0,4,0.394,9,186333,-6.68,0.727,0,58
68,68,Take It To The Limit,The Very Best Of The Eagles (Remastered),Eagles,0.423,0.132,91.137,0.024,0.0916,0.000659,3,0.435,11,287091,-8.795,0.451,1,47
69,69,You Sexy Thing,Hot Chocolate,Hot Chocolate,0.734,0.167,105.854,0.0629,0.522,0.00165,4,0.791,5,244920,-5.464,0.962,1,71
70,70,I'd Really Love To See You Tonight,Rhino Hi-Five: England Dan & John Ford Coley,England Dan,0.556,0.301,119.172,0.0336,0.184,0.0,4,0.62,5,159107,-12.044,0.592,1,44
71,71,Bohemian Rhapsody - Remastered 2011,Queen 40 Limited Edition Collector's Box Set,Queen,0.396,0.268,142.913,0.05,0.254,0.0,4,0.397,3,354320,-9.91,0.227,1,56
72,72,Sara Smile,Daryl Hall & John Oates,Daryl Hall & John Oates,0.397,0.119,150.038,0.0676,0.354,0.000894,3,0.592,2,185293,-10.81,0.205,0,65
73,73,"December, 1963 (Oh What A Night!)",The Very Best Of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,0.588,0.0414,104.413,0.0253,0.058,5.46e-06,4,0.727,1,201093,-9.568,0.964,1,68
74,74,Dream Weaver,The Dream Weaver,Gary Wright,0.389,0.0688,140.243,0.0305,0.244,1.42e-06,4,0.266,4,256173,-13.682,0.148,1,55
75,75,If You Leave Me Now - Remastered,Chicago X,Chicago,0.564,0.128,104.212,0.0268,0.0193,0.000828,4,0.429,11,235373,-6.784,0.276,1,72
76,76,Dream On,The Essential Aerosmith,Aerosmith,0.528,0.332,79.962,0.0259,0.298,5.03e-05,4,0.412,1,265093,-6.613,0.175,1,64
77,77,Rich Girl - Remastered 2003,The Essential Daryl Hall & John Oates,Daryl Hall & John Oates,0.643,0.0435,167.963,0.134,0.5,0.0,4,0.597,5,144333,-6.303,0.823,1,73
78,78,Hotel California - Remastered,The Very Best Of The Eagles (Remastered),Eagles,0.508,0.0575,147.125,0.027,0.00574,0.000494,4,0.579,2,391376,-9.484,0.609,1,59
79,79,Margaritaville,"Boats, Beaches, Bars & Ballads",Jimmy Buffett,0.61,0.105,125.07,0.0331,0.609,0.000539,4,0.804,2,251227,-11.51,0.849,1,5
80,80,Dancing Queen,ABBA Gold,ABBA,0.932,0.659,100.462,0.06,0.196,0.000812,4,0.511,9,231093,-4.304,0.752,1,55
81,81,Fly Like An Eagle,Fly Like An Eagle,Steve Miller Band,0.737,0.325,99.361,0.121,0.626,0.00911,4,0.528,9,282693,-12.703,0.632,0,65
82,82,Feels Like the First Time,Feels Like The First Time,Foreigner,0.828,0.137,107.685,0.035,0.000778,0.0,4,0.496,7,247000,-5.285,0.65,1,4
83,83,Dreams,Greatest Hits,Fleetwood Mac,0.338,0.5,120.473,0.0413,0.139,0.00129,4,0.823,0,254453,-15.899,0.785,1,60
84,84,Hot Child In The City - Single Version,Hot Child In The City,Nick Gilder,0.71,0.12,110.732,0.0397,0.0367,0.000372,4,0.799,4,214960,-5.099,0.767,1,49
85,85,Lay Down Sally,Slowhand 35th Anniversary (Super Deluxe),Eric Clapton,0.5,0.111,191.509,0.0881,0.586,0.0212,4,0.69,9,236093,-16.158,0.598,1,52
86,86,I Go Crazy - Single Version,The Best of Paul Davis (Expanded Edition),Paul Davis,0.391,0.266,139.805,0.0262,0.422,5.54e-05,4,0.531,4,232267,-9.606,0.241,0,43
87,87,Baby Come Back - Single Version,70's Pop Number 1's,Player,0.595,0.116,156.509,0.119,0.0526,0.0,4,0.643,5,213600,-10.457,0.554,0,39
88,88,Kiss You All Over - Re-Recorded,Classic Soft Rock,Exile,0.458,0.0896,102.417,0.0255,0.387,6.49e-05,4,0.694,0,214227,-10.252,0.549,1,3
89,89,Stayin' Alive - Remastered Version,Number Ones,Bee Gees,0.899,0.33,103.683,0.0418,0.0696,0.000139,4,0.675,10,285200,-6.124,0.91,0,31
90,90,You Light Up My Life,The Best Of Debby Boone,Debby Boone,0.282,0.163,77.47,0.0301,0.855,1.04e-05,3,0.322,2,218933,-12.516,0.0785,1,49
91,91,Dust in the Wind,The Best Of Kansas,Kansas,0.251,0.107,93.546,0.0299,0.212,1.59e-05,4,0.498,9,205600,-13.734,0.419,0,62
92,92,Short People,Little Criminals,Randy Newman,0.515,0.0789,60.39,0.0341,0.727,0.0561,4,0.681,9,171640,-8.714,0.537,1,47
93,93,What A Fool Believes,Best Of the Doobies Volume II,The Doobie Brothers,0.623,0.086,120.651,0.0337,0.274,0.0,4,0.646,8,219573,-8.82,0.978,0,66
94,94,Heart Of Glass - 2002 - Remaster,70's Hits,Blondie,0.774,0.185,114.447,0.031,0.013,0.0296,4,0.661,4,272267,-8.428,0.819,1,40
95,95,Da Ya Think I'm Sexy? - 2008 Remastered Version,The Definitive Rod Stewart,Rod Stewart,0.658,0.158,112.107,0.0269,0.0176,0.000352,4,0.724,2,329147,-9.209,0.865,0,42
96,96,Hold the Line,Toto,Toto,0.698,0.152,95.842,0.0553,0.0397,0.00634,4,0.494,6,235800,-12.049,0.778,0,76
97,97,The Joker,Living In The U.S.A.,Steve Miller Band,0.354,0.0884,164.386,0.0484,0.326,4.35e-06,4,0.455,5,264200,-13.902,0.842,1,0
98,98,Love Hurts,Hair Of The Dog,Nazareth,0.347,0.34,80.097,0.0248,0.00482,0.00409,4,0.477,7,233133,-11.847,0.139,1,57
99,99,Never Going Back Again - 2004 Remastered Edition,Rumours (Super Deluxe),Fleetwood Mac,0.336,0.0786,176.083,0.0379,0.858,0.385,4,0.654,6,134400,-12.825,0.947,1,65
